Rhythm,vibrance,key,Decibel_Levels,mode,lyrics_amount,acoustics,instruments,bounce,valence,Beats_Speed,type,TimeLength,title,Hyperactivity,MusicEraRating,genre
3.4974,7.89,1,-4.964,1,1.328,0.0116,0.00113,0.516,0.295,174.071,audio_features,226307,Liqduicity Drum & Bass,51.350945,13,Drums & Bass
4.1942,8.51,8,-5.318,0,0.172,0.0192,0.0529,0.1332,0.052,120.081,audio_features,327000,,6.244212,8,Dark Trap
3.5443,9.53,0,-6.393,1,0.2332,6.73E-05,0.838,1.456,0.176,144.973,audio_features,433707,PSYTRANCE BANGERS best new 2020,25.515248,19,psytrance
5.427,9.77,11,-7.073,0,0.27,9.16E-05,0.807,0.052,0.85,124.981,audio_features,67431,Beatoirt Best New Tech House,106.23385,6,Electro
5.0317,6.84,1,-4.325,1,1.212,0.433,5.92E-06,0.36,0.864,179.968,audio_features,207722,,155.492352,6,Hiphop
5.9295,5.95,7,-5.487,1,1.144,0.656,4.42E-06,0.21,0.754,148.034,audio_features,183760,,111.617636,8,Hiphop
4.1942,9.22,10,-3.963,1,0.7,0.253,0,0.1056,0.67,141.939,audio_features,192001,,95.09913,1,Hipstter-Hop
3.6582,4.8,11,-7.953,1,0.13,0.482,5.26E-06,0.1908,0.181,130.198,audio_features,270333,,23.565838,17,Emotional
4.6632,7.86,2,-6.445,1,0.408,0.00203,0.402,0.1314,0.399,150.009,audio_features,338495,Greatest Hardstyle Playlist,59.853591,7,hardstyle
5.3801,8.32,7,-7.788,1,0.19,0.00599,0.913,0.1188,0.669,128.003,audio_features,375234,blanc | Tech House,85.634007,4,Electro
3.8123,9.65,7,-3.665,0,1.284,0.0334,1.28E-05,0.1826,0.231,144.998,audio_features,240000,Headbangers:Dubstep/Riddim,33.494538,14,trap
2.7738,8.77,1,-12.459,1,0.2412,0.000129,0.86,0.318,0.0372,134.971,audio_features,193760,State if Trance (The best ASOT Epsidoes),5.0209212,14,trance
5.3131,8.58,8,-10.073,1,0.1776,0.0308,0.937,0.1898,0.0392,127.976,audio_features,377310,Techno,5.0166592,11,techno
2.1172,6.64,5,-6.726,0,1.324,0.488,2.87E-05,0.262,0.14,193.064,audio_features,178650,,27.02896,7,Dark Trap
5.7084,6.29,3,-7.803,0,0.278,0.294,0,0.1628,0.578,117.999,audio_features,141187,,68.203422,15,Hipstter-Hop
3.1155,9.58,0,-12.167,0,0.2088,0.00063,0.937,0.1684,0.0721,127.99,audio_features,270000,Progressive Trance,9.228079,17,trance
2.9011,8.5,10,-5.79,0,1.664,0.325,0,0.712,0.58,159.956,audio_features,167813,,92.77448,19,Hiphop
4.4689,7.45,6,-7.028,1,0.2904,0.0618,0,0.1916,0.646,109.963,audio_features,202806,,71.036098,6,Hipstter-Hop
4.2612,9.74,1,-5.993,1,0.184,9.55E-05,0.884,0.324,0.383,143.999,audio_features,404212,Psytrance New Releases 2020,55.151617,13,psytrance
3.5443,8.95,0,-8.719,1,0.15,0.219,0.803,0.768,0.0975,127.996,audio_features,290691,Best of Trance,12.47961,1,trance
4.1674,9.19,4,-5.012,1,0.3016,0.0401,0.00429,0.302,0.159,125.018,audio_features,203534,,19.877862,8,Dark Trap
2.5326,7.69,4,-3.635,1,0.21,0.0221,0,0.384,0.257,147.827,audio_features,242027,Euphoric Hardstyle - 2020,37.991539,8,hardstyle
3.1557,9.71,1,-3.396,0,0.3052,0.011,0.00129,0.1788,0.216,150.034,audio_features,187200,Euphoric Hardstyle,32.407344,19,hardstyle
5.1188,5.79,10,-8.895,0,0.378,0.165,4.09E-06,0.24,0.643,113.986,audio_features,156587,,73.292998,12,Dark Trap
4.7302,4.85,8,-9.671,1,1.324,0.337,0,0.244,0.144,115.414,audio_features,205093,,16.619616,17,Hiphop
5.092,4.76,8,-8.103,1,0.964,0.294,0,0.2,0.354,147.01,audio_features,161990,,52.04154,15,Rap
3.551,7.34,7,-12.382,1,0.1708,9.65E-05,0.853,1.186,0.367,140.003,audio_features,488573,Dark Techno Rave,51.381101,6,techno
4.958,5.74,4,-6.938,1,0.98,0.411,0,0.524,0.33,149.762,audio_features,140747,,49.42146,6,Hipstter-Hop
4.2746,8.72,9,-6.956,1,0.2368,0.000227,0.873,0.177,0.152,140.004,audio_features,538286,PsyTrance 2020 felipe,21.280608,7,psytrance
4.422,7.84,6,-7.696,1,1.14,0.0806,0,0.226,0.642,157.991,audio_features,236107,,101.430222,15,Dark Trap
5.8625,5.36,10,-8.967,0,1.624,0.0231,0,0.1594,0.909,140.071,audio_features,158270,,127.324539,12,Hipstter-Hop
4.3282,9.43,0,-7.917,1,0.2396,0.00791,0.851,0.39,0.364,122.988,audio_features,193171,Tech House 2020,44.767632,1,Electro
3.3701,8.36,4,-4.646,0,0.44,0.00401,0.115,0.358,0.277,160.204,audio_features,210000,HEADBANGERS:Dubstep/Riddim,44.376508,12,trap
4.5493,8.34,1,-2.78,1,0.712,0.0159,0.523,0.83,0.0392,173.918,audio_features,238621,UKF Drum & Bass - All Uploads,6.8175856,2,Drums & Bass
4.8977,9.17,2,-5.722,1,0.3416,0.00156,0.897,0.274,0.785,123.983,audio_features,206886,Tech house,97.326655,10,Electro
4.9781,7.87,5,-4.863,0,1.392,0.403,0,0.1106,0.71,126.98,audio_features,390005,,90.1558,8,Rap
5.0317,6.84,2,-6.975,0,0.2988,0.0963,0,0.27,0.217,199.974,audio_features,173035,,43.394358,4,Dark Trap
5.3265,4.91,10,-6.596,0,0.696,0.135,0,0.53,0.23,128,audio_features,241816,,29.44,18,Hipstter-Hop
4.5024,7.68,0,-6.683,1,0.1488,0.00151,0.0035,0.288,0.216,138,audio_features,155576,,29.808,13,Hipstter-Hop
5.3801,4.26,2,-12.83,1,0.1996,0.000362,0.816,0.228,0.445,125.01,audio_features,470400,Techno,55.62945,8,techno
3.4907,9.37,11,-10.369,0,0.304,0.00033,0.746,0.222,0.712,174.035,audio_features,407707,Liqduicity Drum & Bass,123.91292,4,Drums & Bass
6.1037,5.84,1,-8.333,1,0.68,0.0496,0,0.428,0.459,124.059,audio_features,124355,,56.943081,6,Dark Trap
3.8793,9.79,1,-8.18,0,0.1928,0.00294,0.84,0.168,0.37,137.001,audio_features,481679,PSYTRANCE BANGERS best new 2020,50.69037,7,psytrance
5.5275,6.51,11,-7.116,0,1.44,0.0491,0,0.248,0.671,127.934,audio_features,153840,,85.843714,17,Hipstter-Hop
3.5443,9.44,6,-7.729,0,0.1632,0.0176,0.897,0.404,0.186,129.013,audio_features,240001,techno. only. (08/02),23.996418,9,techno
3.216,8.47,7,-11.392,1,0.2652,0.00462,0.586,0.522,0.195,133.868,audio_features,232969,State if Trance (The best ASOT Epsidoes),26.10426,6,trance
3.4036,8.48,9,-5.267,1,0.1532,7.02E-05,0,0.264,0.544,120.012,audio_features,226293,,65.286528,14,Emotional
3.6314,9.53,8,-3.493,1,0.492,0.00662,0.0059,1.386,0.181,146.97,audio_features,215510,HEADBANGERS:Dubstep/Riddim,26.60157,2,trap
3.0083,8.74,10,-3.761,1,0.1972,0.0059,0,0.3,0.282,149.842,audio_features,178708,Ready2GetMaggot?,42.255444,6,hardstyle
5.2863,9.28,6,-7.519,0,0.2656,0.0149,0.881,0.206,0.034,124.996,audio_features,461520,Techno,4.249864,14,techno
3.2361,7.33,6,-6.258,0,1.204,0.103,0.197,0.324,0.59,179.955,audio_features,168035,,106.17345,12,Dark Trap
4.0267,7.12,1,-9.433,1,0.1724,0.0848,0,0.958,0.386,114.998,audio_features,154000,,44.389228,19,Hipstter-Hop
3.5979,9.06,8,-1.167,0,0.2604,0.133,0.0187,0.638,0.504,173.898,audio_features,215172,Drum and Bass 2020,87.644592,10,Drums & Bass
1.273,2.65,9,-9.206,1,0.1424,0.863,0,0.268,0.101,158.024,audio_features,262533,,15.960424,14,Emotional
3.6917,9.23,5,-7.002,0,0.2256,8.21E-05,0.79,0.266,0.392,145.998,audio_features,498080,"Psy, Goa, Full on Trance",57.231216,6,psytrance
5.7955,9.47,7,-5.365,1,1.092,0.106,0,1.262,0.814,132.013,audio_features,219794,,107.458582,14,Hipstter-Hop
5.7553,6.35,10,-9.532,0,0.772,0.0356,0.00346,0.26,0.53,193.142,audio_features,271067,,102.36526,15,Hipstter-Hop
3.9329,8.56,1,-3.578,0,0.1344,0.0201,0.0214,0.596,0.413,149.992,audio_features,216817,Euphoric Hardstyle,61.946696,15,hardstyle
6.0568,5.55,1,-9.576,1,1.076,0.0349,2.71E-05,0.1708,0.538,189.996,audio_features,121279,,102.217848,6,Hipstter-Hop
5.9027,9.03,8,-0.955,1,0.3252,0.267,0.00253,0.218,0.272,119.994,audio_features,131500,,32.638368,10,Hipstter-Hop
3.5577,9.85,0,-7.48,0,0.2336,0.000306,0.904,0.296,0.115,137.987,audio_features,320000,Anjunabeats Volumes 1 - 14,15.868505,1,trance
4.2545,8.74,4,-4.693,0,0.704,0.156,0,0.49,0.632,179.79,audio_features,309724,,113.62728,18,Hiphop
3.6113,9.49,5,-4.23,0,0.2844,0.000181,2.38E-05,1.492,0.747,206.896,audio_features,180554,,154.551312,8,Emotional
2.6733,2.26,0,-11.731,0,0.1684,0.411,0.000256,0.21,0.165,119.903,audio_features,431923,,19.783995,13,Rhythm & Blues
4.958,8.04,3,-9.413,0,0.18,0.00178,0.88,0.1794,0.04,126.009,audio_features,429480,Techno,5.04036,4,techno
5.4136,8.93,10,-8.545,0,0.2568,2.78E-05,0.582,0.598,0.725,123.994,audio_features,394839,tech house,89.89565,13,Electro
3.2629,9.36,11,-3.609,0,0.58,0.0205,0.00011,0.708,0.12,155.101,audio_features,232861,Best of Hardstyle 2020,18.61212,8,hardstyle
5.1791,8.73,1,-6.35,1,1.024,0.431,0,0.115,0.664,190.156,audio_features,234133,,126.263584,13,Hipstter-Hop
5.1992,9.56,0,-3.591,1,1.188,0.213,0,1.256,0.575,159.864,audio_features,198110,,91.9218,8,Hipstter-Hop
5.092,5.88,8,-6.305,0,1.552,0.102,0,0.1592,0.676,140.053,audio_features,179644,,94.675828,2,Hipstter-Hop
5.2059,9.02,1,-3.915,1,1.396,0.0905,0,0.55,0.462,129.985,audio_features,134844,,60.05307,12,Industrial Trap
2.7135,6.46,4,-3.206,0,0.1904,0.331,0,0.206,0.17,130.218,audio_features,156267,,22.13706,1,Rap
3.4237,8.89,1,-11.383,0,0.3156,0.000324,0.487,0.976,0.0659,135.005,audio_features,199094,State if Trance (The best ASOT Epsidoes),8.8968295,4,trance
5.2997,5.84,9,-8.461,1,0.156,0.426,0,0.222,0.54,111.924,audio_features,222936,,60.43896,12,Hipstter-Hop
3.7386,9.61,9,-4.631,1,0.2104,0.00135,0.818,1.296,0.357,144.977,audio_features,456840,PSYTRANCE BANGERS best new 2020,51.756789,7,psytrance
2.8006,8.44,9,-2.982,0,1.328,0.0479,0.27,0.614,0.0616,150.011,audio_features,304000,I'm a fucking Headbanger,9.2406776,5,trap
4.4019,7.54,5,-7.188,1,1.384,0.00552,7.41E-05,0.404,0.206,129.398,audio_features,326600,Anjunabeats Volumes 1 - 14,26.655988,10,trance
3.9731,8.59,9,-6.209,0,1.244,0.199,0,0.614,0.785,173.816,audio_features,272627,,136.44556,2,Hiphop
2.3986,9.76,11,-1.174,0,1.668,0.00207,0.0209,0.404,0.178,147.08,audio_features,313018,I'm a fucking Headbanger,26.18024,18,trap
3.7587,9.64,1,-6.593,1,2.088,0.0118,3.78E-06,1.75,0.452,160.088,audio_features,119432,,72.359776,4,Industrial Trap
5.9496,6.32,1,-3.872,1,0.876,0.19,0,0.202,0.662,183.958,audio_features,266067,,121.780196,12,Rhythm & Blues
6.3784,7.22,8,-5.459,1,0.76,0.0379,0.000428,0.238,0.759,130.011,audio_features,230320,,98.678349,9,Hipstter-Hop
5.2394,8.42,5,-6.649,0,0.668,0.0594,0,0.872,0.671,112.034,audio_features,129254,,75.174814,16,Hipstter-Hop
3.7788,7.74,7,-5.406,0,0.1672,0.0217,0.896,0.1234,0.371,172.019,audio_features,346880,UKF Drum & Bass - All Uploads,63.819049,5,Drums & Bass
4.0669,9.12,5,-3.867,0,0.524,0.000928,0.00835,0.314,0.172,150.051,audio_features,200000,Headbangers:Dubstep/Riddim,25.808772,8,trap
5.4806,5.76,0,-7.588,0,0.648,0.29,0,0.21,0.285,192.378,audio_features,150187,,54.82773,19,Dark Trap
4.0267,8.57,2,-6.671,1,0.2972,0.0477,0.039,0.548,0.584,129.87,audio_features,171003,,75.84408,2,Dark Trap
4.9714,9.87,1,-6.275,1,0.2656,0.00238,0.81,1.072,0.934,125.015,audio_features,407036,Beatoirt Best New Tech House,116.76401,9,Electro
5.5409,5.7,0,-8.22,1,1.46,0.0457,0,0.296,0.412,148.119,audio_features,183552,,61.025028,19,Rap
4.4555,9.1,6,-4.682,0,0.892,0.0394,0,0.454,0.887,168.198,audio_features,293973,,149.191626,2,Hipstter-Hop
4.355,9.63,1,-1.528,1,0.804,0.00282,0.75,0.242,0.333,145.17,audio_features,244965,Headbangers:Dubstep/Riddim,48.34161,5,trap
4.3081,8.34,6,-9.938,0,0.2088,0.00128,0.876,0.1876,0.0385,130.007,audio_features,494750,Dark Techno Rave,5.0052695,2,techno
4.7034,8.19,5,-2.48,1,0.1164,8.46E-05,0.886,0.274,0.0464,123.997,audio_features,334306,,5.7534608,11,Dark Trap
1.9966,4.5,2,-5.769,1,0.1128,0.454,0,0.546,0.41,167.068,audio_features,213987,,68.49788,8,Emotional
3.283,8.76,6,-7.405,0,0.1684,0.00441,0.823,0.1106,0.55,149.982,audio_features,354491,Euphoric Hardstyle,82.4901,1,hardstyle
4.7704,7.78,5,-6.738,0,0.1632,0.00365,0,0.254,0.469,139.976,audio_features,192692,,65.648744,2,Dark Trap
6.4387,4.38,7,-7.877,1,1.24,0.0431,0,0.278,0.412,124.018,audio_features,251080,,51.095416,16,Rap
1.2797,6.92,1,-5.829,1,0.2144,0.0649,0.217,0.152,0.0724,158.767,audio_features,191800,,11.4947308,4,Dark Trap
3.4706,9.31,6,-6.706,0,0.2044,2.38E-05,0.887,1.396,0.785,153.02,audio_features,470390,Psytrance Can,120.1207,5,psytrance
4.1875,4.5,9,-9.985,1,0.1244,0.0776,0.000217,0.234,0.0362,185.948,audio_features,206472,,6.7313176,12,Hipstter-Hop
4.0803,8.04,11,-7.027,1,0.556,0.000194,0,0.604,0.414,159.967,audio_features,160427,,66.226338,12,Dark Trap
6.03,3.85,1,-12.189,0,1.74,0.371,0,0.284,0.488,99.964,audio_features,174336,,48.782432,14,Rap
4.1272,9.72,0,-5.643,1,0.2404,0.00212,0.678,0.212,0.175,144.994,audio_features,488276,Psytrance 2020,25.37395,4,psytrance
3.9865,4.78,7,-11.256,1,0.2808,0.679,0.0006,0.1624,0.0358,190.048,audio_features,166844,,6.8037184,17,Dark Trap
4.6096,8.13,7,-4.781,1,1.04,0.0194,0,1.12,0.596,119.9,audio_features,131333,,71.4604,4,Hipstter-Hop
4.02,6.17,4,-12.336,0,1.52,0.473,0.0159,0.1628,0.131,160.28,audio_features,72815,,20.99668,2,Industrial Trap
2.7939,9.47,4,-7.457,0,0.3488,0.000266,0.00215,1.418,0.0905,138.064,audio_features,250435,UPLIFTING TRANCE 2020,12.494792,3,trance
3.618,9.26,0,-3.562,1,0.254,0.00916,0.00204,0.142,0.837,185.053,audio_features,150627,,154.889361,12,Dark Trap
3.551,8.14,7,-2.779,1,1.684,0.00872,0,0.63,0.306,165.724,audio_features,202632,,50.711544,10,Hipstter-Hop
3.7587,5.65,0,-7.471,0,0.2064,0.00352,0.000159,0.336,0.0791,129.944,audio_features,205087,Vocal Melodic Trance Top 1000,10.2785704,1,trance
3.9865,9.49,1,-4.878,1,0.2212,0.00182,0.74,1.218,0.298,174.007,audio_features,274201,Drum and Bass 2020,51.854086,19,Drums & Bass
4.7503,9.01,10,-5.279,0,0.2388,0.0495,9.11E-06,0.48,0.508,124.026,audio_features,206280,Tech house,63.005208,1,Electro
2.8475,8.52,9,-6.148,1,0.48,0.00228,0,0.1926,0.43,184.936,audio_features,181027,,79.52248,4,Emotional
4.2679,9.07,0,-7.079,1,0.2236,0.000168,0.764,1.48,0.0971,145.008,audio_features,407524,Psytrance 2020,14.0802768,13,psytrance
4.0937,9.59,8,-2.616,0,0.2712,0.00446,0.0142,0.462,0.35,149.988,audio_features,260800,Heavy Dubstep,52.4958,1,trap
5.6079,5.58,8,-9.203,1,0.764,0.0761,0,0.254,0.221,199.968,audio_features,202185,,44.192928,12,Hipstter-Hop
3.0016,9.39,10,-4.123,0,0.146,3.88E-05,0.871,0.222,0.193,175.01,audio_features,385234,Liqduicity Drum & Bass,33.77693,9,Drums & Bass
3.2763,5.62,0,-6.071,1,0.1396,0.0131,0.00133,0.234,0.0397,189.82,audio_features,126302,,7.535854,7,Industrial Trap
4.9513,5.27,0,-9.553,0,1.096,0.0194,0,0.388,0.505,169.946,audio_features,166588,,85.82273,1,Rhythm & Blues
3.9262,9.79,6,-4.933,0,0.1588,5.65E-05,0.899,0.444,0.235,144.996,audio_features,420414,Psytrance: From Full on to Forrest Trance,34.07406,3,psytrance
2.9413,9.79,7,-5.911,1,0.2584,0.00146,0.84,0.344,0.15,138.037,audio_features,200000,TRANNCE 2020 Best Trance Music Official,20.70555,14,trance
4.4153,8.37,8,-7.868,1,0.1896,0.0231,0.902,0.1522,0.316,121.984,audio_features,468197,Techno / Minimal / Hardcore/ Melodic / Dark,38.546944,1,techno
4.288,8.84,6,-2.609,1,0.1712,0.0226,0,0.374,0.573,124.968,audio_features,244000,,71.606664,2,Emotional
5.5878,4.54,1,-9.75,0,0.804,0.321,6.15E-06,0.228,0.837,81.618,audio_features,247059,,68.314266,2,Rap
3.5175,9.38,11,-6.71,0,0.1672,8.07E-05,0.756,0.1974,0.382,146.998,audio_features,500000,Psytrance: Full on New Releases 2020,56.153236,8,psytrance
4.6632,9.2,10,-6.016,0,0.1916,0.000401,0.832,0.22,0.397,145.994,audio_features,387945,PsyTrance 2020 By GMR,57.959618,15,psytrance
4.8441,8.13,1,-8.304,1,0.232,0.000755,0.915,0.1904,0.0446,128.007,audio_features,459376,techno. only. (08/02),5.7091122,5,techno
6.0233,6.98,11,-9.95,1,0.2232,0.00659,0.943,0.224,0.0736,128.989,audio_features,448372,Dark Techno Rave,9.4935904,4,techno
4.8374,5.08,1,-9.024,0,0.836,0.0866,0.00241,0.171,0.455,190.13,audio_features,150413,,86.50915,9,Hipstter-Hop
5.2461,6.84,5,-7.435,1,0.1432,0.00873,0.000548,0.444,0.173,141.037,audio_features,117447,,24.399401,13,Dark Trap
4.9245,8.34,1,-10.378,1,0.158,0.0767,0.889,0.224,0.0361,128.992,audio_features,301406,Acid Techno,4.6566112,2,techno
5.092,4.99,1,-9.082,1,0.342,0.145,0.00758,0.404,0.685,146.004,audio_features,144661,,100.01274,3,Dark Trap
4.02,9.29,8,-5.085,1,0.1308,0.0067,0.685,0.208,0.407,128.004,audio_features,365019,Vocal Melodic Trance Top 1000,52.097628,10,trance
5.5878,7.48,4,-2.655,1,0.1904,0.263,0,0.242,0.824,132.071,audio_features,203702,,108.826504,16,Hipstter-Hop
3.5778,9.38,5,-3.073,0,0.2284,0.00162,0.000168,0.608,0.507,155.977,audio_features,185773,,79.080339,2,Emotional
4.5493,5.09,4,-7.31,1,0.2468,0.0856,0,0.876,0.534,144.29,audio_features,223547,,77.05086,12,Hiphop
5.427,9.87,1,-3.825,1,0.2188,0.000112,0.902,0.1128,0.281,124.994,audio_features,244800,Dirtybird Players,35.123314,17,Electro
4.4153,6.96,3,-4.291,1,0.284,0.143,0,0.26,0.665,172.002,audio_features,252160,,114.38133,13,Rhythm & Blues
5.5543,5.9,9,-7.818,0,1.052,0.0391,0.0107,0.228,0.332,112.97,audio_features,127128,,37.50604,17,Industrial Trap
4.8307,7.69,1,-8.418,0,0.3816,0.00173,0.742,0.274,0.0989,128.005,audio_features,454612,Dark Techno Rave,12.6596945,5,techno
5.9094,7.02,10,-6.318,0,0.572,0.295,3.22E-06,0.1448,0.402,124.04,audio_features,220645,Tech house,49.86408,11,Electro
5.6079,5.86,11,-8.521,0,0.3228,0.281,0,0.268,0.618,117.066,audio_features,197000,,72.346788,1,Hipstter-Hop
1.8023,7.93,0,-5.603,0,0.168,0.00508,0.003,0.32,0.1,149.957,audio_features,172380,Best of Hardstyle 2020,14.9957,13,hardstyle
4.0937,6.82,8,-11.394,0,0.2896,0.273,0.531,0.312,0.0349,139.908,audio_features,234000,,4.8827892,11,Dark Trap
5.4471,7.03,11,-5.077,0,1.072,0.125,1.26E-06,0.474,0.241,189.656,audio_features,224533,,45.707096,2,Hipstter-Hop
4.3081,5.73,9,-9.093,1,0.1416,0.259,0,0.1492,0.0398,120.033,audio_features,209797,,4.7773134,7,Dark Trap
5.3466,7.6,2,-7.623,1,1.26,0.0274,0,0.318,0.663,142.996,audio_features,147744,,94.806348,9,Hipstter-Hop
2.7604,8.15,5,-4.936,0,0.194,0.000326,0.204,0.75,0.38,174.049,audio_features,314493,Liqduicity Drum & Bass,66.13862,9,Drums & Bass
3.7453,9.39,5,-9.187,0,0.196,0.000703,0.815,0.1774,0.107,144.011,audio_features,483333,Psytrance: From Full on to Forrest Trance,15.409177,9,psytrance
5.6414,5.75,1,-4.995,1,0.632,0.0167,0,0.626,0.29,148.02,audio_features,169397,,42.9258,9,Hipstter-Hop
5.1791,6.99,11,-9.559,1,0.286,0.00677,0.904,0.222,0.0354,128.018,audio_features,444492,Techno,4.5318372,7,techno
3.3232,9.91,8,-5.98,1,0.3328,0.000151,0.847,0.392,0.0621,139.979,audio_features,516058,Psytrance New Releases 2020,8.6926959,1,psytrance
5.0384,7.05,1,-4.893,0,0.552,0.125,0,0.1838,0.694,129.966,audio_features,240375,,90.196404,19,Rhythm & Blues
4.355,8.6,7,-11.878,1,0.2624,0.81,0.863,0.216,0.345,203.292,audio_features,226698,,70.13574,1,Dark Trap
4.4555,4.52,7,-9.766,1,0.364,0.051,0,0.1814,0.272,162.016,audio_features,175357,,44.068352,2,Dark Trap
3.618,9.88,5,-4.372,0,0.19,4.97E-05,0.812,1.338,0.234,146.986,audio_features,453878,PsyTrance 2019 By GMR,34.394724,16,psytrance
3.2026,9.45,5,-8.758,0,0.2024,0.000365,0.86,0.0878,0.357,139.454,audio_features,474213,Anjunabeats Volumes 1 - 14,49.785078,17,trance
4.4488,9.52,6,-5.993,0,0.25,0.000151,0.765,0.1958,0.0399,138.023,audio_features,453351,PSYTRANCE BANGERS best new 2020,5.5071177,10,psytrance
4.8642,6.07,2,-7.68,1,0.1992,0.0389,0,0.38,0.891,163.994,audio_features,176744,,146.118654,12,Hiphop
5.2997,6.38,7,-6.876,1,0.928,0.0225,0,0.1474,0.209,139.982,audio_features,207491,,29.256238,1,Hipstter-Hop
4.8374,7.58,11,-4.477,0,0.1884,0.0111,0,0.616,0.62,128.047,audio_features,201160,,79.38914,9,Pop
5.7687,5.6,1,-9.974,1,1.196,0.148,2.70E-05,0.878,0.634,176.598,audio_features,260200,,111.963132,13,Hipstter-Hop
5.3131,8.7,4,-6.708,1,0.732,0.0696,0,0.1894,0.389,176.98,audio_features,132962,,68.84522,2,Industrial Trap
5.561,5.5,6,-11.561,1,0.532,0.0504,0.893,0.206,0.168,128.023,audio_features,395398,Dark Techno Rave,21.507864,3,techno
3.5376,3.25,2,-12.501,1,0.1172,0.857,0.0145,0.228,0.0412,167.302,audio_features,91800,,6.8928424,11,Hiphop
3.2428,9.68,7,-2.466,1,0.238,6.01E-05,0.825,0.638,0.361,173.992,audio_features,298931,Fingah Pistols!,62.811112,17,Drums & Bass
3.4304,9.84,10,-7.274,0,0.224,0.00111,0.681,0.1278,0.44,149.944,audio_features,188800,Euphoric Hardstyle - 2020,65.97536,19,hardstyle
5.3868,9.14,11,-9.267,0,0.2836,0.00476,0.925,0.1972,0.157,125.996,audio_features,384035,Dirtybird//Techhouse by Mack\,19.781372,15,Electro
3.3232,9.47,7,-7.694,1,0.1664,0.00158,0.931,0.266,0.0938,138.003,audio_features,217615,Top Trance Songs EVER,12.9446814,17,trance
5.5677,8.14,5,-5.18,1,1.896,0.391,0,0.218,0.846,161.041,audio_features,214854,,136.240686,7,Rap
2.7269,9.93,7,-6.097,0,0.184,0.000621,0.963,1.828,0.461,134.998,audio_features,179315,Progressive Trance,62.234078,17,trance
3.1155,7.35,6,-3.715,1,0.468,0.0711,0,0.195,0.409,173.935,audio_features,196040,,71.139415,7,Hipstter-Hop
3.7587,9.64,8,-3.312,1,0.1948,0.000143,0,0.1206,0.579,105.009,audio_features,224423,,60.800211,18,Emotional
4.0803,9.17,9,-2.563,1,0.1908,0.00614,1.96E-05,0.155,0.67,149.948,audio_features,213587,,100.46516,17,Emotional
5.3064,7.54,10,-7.347,1,0.432,0.385,0.000863,0.33,0.251,120,audio_features,192000,,30.12,10,Dark Trap
5.8558,4.19,11,-9.212,0,0.912,0.0452,2.17E-05,0.288,0.164,117.101,audio_features,216007,,19.204564,9,Hipstter-Hop
3.8793,8.13,7,-4.573,1,1.468,0.0605,3.50E-05,0.73,0.312,107.609,audio_features,135822,,33.574008,11,Industrial Trap
3.6515,9.48,7,-4.67,1,0.2024,0.000971,0.303,1.118,0.157,172.005,audio_features,315349,Drum and Bass - 2015 to 2020,27.004785,1,Drums & Bass
5.3868,9.48,10,-7.454,0,0.2652,0.0129,0.929,0.216,0.207,125.018,audio_features,433920,Tech House,25.878726,13,Electro
5.0585,5.61,0,-9.178,1,0.1868,0.00188,0.00939,0.618,0.289,115.053,audio_features,168046,,33.250317,12,Hipstter-Hop
5.5342,8.42,4,-7.008,0,0.2552,0.017,0.0185,0.23,0.378,126.023,audio_features,209524,Dirtybird//Techhouse by Mack\,47.636694,19,Electro
5.3198,8.68,10,-5.07,1,0.22,0.000365,0.875,1.34,0.0867,128.006,audio_features,384375,Top Techno Tracks 2020,11.0981202,15,techno
2.9413,9.83,7,-4.145,1,0.2288,8.34E-05,0.772,0.0964,0.263,142.972,audio_features,466930,Top Trance Songs EVER,37.601636,11,trance
3.7654,9.4,5,-3.915,0,0.688,0.00219,0.104,0.338,0.172,150.058,audio_features,236963,Riddim or die,25.809976,2,trap
4.1808,9.75,9,-5.269,1,0.2512,0.000113,0.806,0.804,0.198,137.021,audio_features,494231,Psytrance New Releases 2020,27.130158,13,psytrance
5.1791,4.17,0,-16.152,1,0.2372,0.114,0.865,0.202,0.0369,126.01,audio_features,441954,Dark Techno,4.649769,10,techno
4.4756,8.67,1,-6.188,1,0.428,0.000996,0.121,0.378,0.0478,140.012,audio_features,361714,PSYTRANCE BANGERS best new 2020,6.6925736,2,psytrance
5.5074,5.02,7,-7.38,1,0.592,0.0312,0.000887,0.228,0.525,146.006,audio_features,210200,,76.65315,16,Hipstter-Hop
4.288,9.44,1,-3.739,1,0.1244,0.000131,0.853,0.422,0.103,128.545,audio_features,253867,Top Trance Songs EVER,13.240135,13,trance
4.6096,8.83,7,-4.651,1,1.292,0.122,0,0.62,0.412,192.698,audio_features,267572,,79.391576,8,Hipstter-Hop
4.7101,8.56,3,-7.904,1,0.2068,0.832,0.000192,0.246,0.32,115.013,audio_features,183654,,36.80416,14,Hipstter-Hop
3.4036,9.62,7,-6.823,1,0.2132,0.0229,0.638,0.608,0.547,135.018,audio_features,412540,Vocal Melodic Trance Top 1000,73.854846,6,trance
5.4739,9.47,0,-6.594,0,0.2656,0.0207,0.438,0.706,0.532,124.997,audio_features,199320,Tech House Movement,66.498404,14,Electro
2.5996,5.2,9,-9.637,0,0.584,0.522,0.358,0.242,0.155,139.913,audio_features,197143,,21.686515,8,Dark Trap
4.7972,7.26,10,-10.298,0,0.848,0.0672,0,0.67,0.716,180.16,audio_features,294166,,128.99456,16,Hiphop
